id,descricao,valor,data_transacao,categoria_nome
22701,IOF CREDITO PARCELADO,0.1,2026-02-17T03:00:00,JUROS E ENCARGOS
22699,IOF ADICIONAL DB PF,0.02,2026-02-17T03:00:00,JUROS E ENCARGOS
22698,IOF DIARIO DB PF,0.01,2026-02-17T03:00:00,JUROS E ENCARGOS
22716,JUROS PIX CREDITO,0.69,2026-02-16T03:00:00,JUROS E ENCARGOS
22715,JUROS PIX CREDITO,1.99,2026-02-16T03:00:00,JUROS E ENCARGOS
22555,JUROS PARCELADO,1.32,2026-02-14T03:00:00,JUROS E ENCARGOS
22732,JUROS PIX CREDITO,0.68,2026-02-14T03:00:00,JUROS E ENCARGOS
22758,JUROS PIX CREDITO,1.67,2026-02-10T03:00:00,JUROS E ENCARGOS
22761,IOF DIARIO DB PF,0.02,2026-02-10T03:00:00,JUROS E ENCARGOS
22759,IOF ADICIONAL DB PF,0.04,2026-02-10T03:00:00,JUROS E ENCARGOS
22767,IOF ADICIONAL DB PF,0.05,2026-02-08T03:00:00,JUROS E ENCARGOS
22766,IOF DIARIO DB PF,0.03,2026-02-08T03:00:00,JUROS E ENCARGOS
22774,JUROS PIX CREDITO,2.08,2026-02-07T03:00:00,JUROS E ENCARGOS
22553,JUROS PARCELADO,1.16,2026-02-03T03:00:00,JUROS E ENCARGOS
22558,JUROS PARCELADO,0.57,2026-02-03T03:00:00,JUROS E ENCARGOS
22826,ENCARGOS ROTATIVO,3.09,2026-01-25T03:00:00,JUROS E ENCARGOS
22815,ENCARGOS ROTATIVO,0.11,2026-01-25T03:00:00,JUROS E ENCARGOS
22816,IOF ADICIONAL DB PF,0.62,2026-01-25T03:00:00,JUROS E ENCARGOS
22817,JUROS DE MORA,0.32,2026-01-25T03:00:00,JUROS E ENCARGOS
22818,IOF ADICIONAL DB PF,0.14,2026-01-25T03:00:00,JUROS E ENCARGOS
22820,ENCARGOS ROTATIVO,5.54,2026-01-25T03:00:00,JUROS E ENCARGOS
22821,IOF DIARIO DB PF,0.08,2026-01-25T03:00:00,JUROS E ENCARGOS
22822,JUROS DE MORA,0.31,2026-01-25T03:00:00,JUROS E ENCARGOS
22823,JUROS DE MORA,0.07,2026-01-25T03:00:00,JUROS E ENCARGOS
22824,JUROS DE MORA,3.06,2026-01-25T03:00:00,JUROS E ENCARGOS
22825,MULTA POR ATRASO,35.11,2026-01-25T03:00:00,JUROS E ENCARGOS
22827,IOF DIARIO DB PF,0.08,2026-01-25T03:00:00,JUROS E ENCARGOS
22828,JUROS PROJETADOS,0.07,2026-01-25T03:00:00,JUROS E ENCARGOS
22829,IOF ADICIONAL DB PF,0.01,2026-01-25T03:00:00,JUROS E ENCARGOS
22830,ENCARGOS ROTATIVO,1.1,2026-01-25T03:00:00,JUROS E ENCARGOS
22831,ENCARGOS ROTATIVO,52.73,2026-01-25T03:00:00,JUROS E ENCARGOS
22832,IOF ADICIONAL DB PF,0.6,2026-01-25T03:00:00,JUROS E ENCARGOS
22833,IOF DIARIO DB PF,0.89,2026-01-25T03:00:00,JUROS E ENCARGOS
22834,IOF ADICIONAL DB PF,5.33,2026-01-25T03:00:00,JUROS E ENCARGOS
22835,IOF DIARIO DB PF,0.03,2026-01-25T03:00:00,JUROS E ENCARGOS
22858,IOF ADICIONAL DB PF,0.15,2026-01-22T03:00:00,JUROS E ENCARGOS
22856,JUROS PIX CREDITO,2.23,2026-01-22T03:00:00,JUROS E ENCARGOS
22859,IOF DIARIO DB PF,0.03,2026-01-22T03:00:00,JUROS E ENCARGOS
22869,JUROS PIX CREDITO,0.72,2026-01-20T03:00:00,JUROS E ENCARGOS
22868,IOF DIARIO DB PF,0.01,2026-01-20T03:00:00,JUROS E ENCARGOS
22864,IOF ADICIONAL DB PF,0.04,2026-01-20T03:00:00,JUROS E ENCARGOS
22876,IOF ADICIONAL DB PF,0.09,2026-01-19T03:00:00,JUROS E ENCARGOS
22873,IOF DIARIO DB PF,0.03,2026-01-19T03:00:00,JUROS E ENCARGOS
22877,JUROS PIX CREDITO,1.83,2026-01-19T03:00:00,JUROS E ENCARGOS
22878,IOF ADICIONAL DB PF,0.02,2026-01-18T03:00:00,JUROS E ENCARGOS
22879,IOF CREDITO PARCELADO,0.16,2026-01-18T03:00:00,JUROS E ENCARGOS
22703,JUROS PARCELADO,1.65,2026-01-17T03:00:00,JUROS E ENCARGOS
22890,JUROS PIX CREDITO,0.5,2026-01-17T03:00:00,JUROS E ENCARGOS
22899,JUROS PIX CREDITO,1.0,2026-01-15T03:00:00,JUROS E ENCARGOS
22900,IOF DIARIO DB PF,0.01,2026-01-15T03:00:00,JUROS E ENCARGOS
22762,JUROS PARCELADO,1.12,2026-01-04T03:00:00,JUROS E ENCARGOS
22751,JUROS PARCELADO,4.69,2026-01-04T03:00:00,JUROS E ENCARGOS
22734,JUROS PARCELADO,3.57,2026-01-04T03:00:00,JUROS E ENCARGOS
22740,JUROS PARCELADO,0.36,2026-01-04T03:00:00,JUROS E ENCARGOS
22749,JUROS PARCELADO,0.49,2026-01-04T03:00:00,JUROS E ENCARGOS
22903,JUROS PARCELADO,6.91,2025-12-14T03:00:00,JUROS E ENCARGOS
